"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"480374",,"Hinton","4","2",9191.00,4140.00,3759.00,9205.00,9205.00,4073.00,3677.00,"12.974","0","0","0","48",,
"480387",,"Innisfail","4","2",7016.00,3271.00,2966.00,6927.00,6937.00,3132.00,2823.00,"5.2276","1","0","0","48",,
"480439",,"Lac la Biche","4","2",2138.00,991.00,819.00,2294.00,2294.00,1040.00,887.00,"2.944","0","0","0","48",,
"480446",,"Lacombe","1","2",12835.00,5203.00,4927.00,12442.00,12740.00,4907.00,4672.00,"11.8735","1","0","0","48",,"832"
"480465",,"Leduc","6","3",33505.00,13207.00,12684.00,29556.00,29561.00,12034.00,11108.00,"67.4306","1","0","0","48",,"835"
"480467",,"Lethbridge","1","3",92563.00,40434.00,37989.00,87572.00,89309.00,38423.00,36231.00,"64.0026","1","0","0","48",,"810"
"480478","2021S0511480478","Lloydminster","1","3",19739.00,8529.00,7635.00,19645.00,19645.00,8443.00,7443.00,"16.8545","0","0","0","48","47","840"
"480496",,"Magrath","4","2",2308.00,770.00,744.00,2179.00,2235.00,741.00,707.00,"2.7037","1","0","0","48",,
"480501",,"Manning","4","2",1027.00,503.00,441.00,1072.00,1072.00,502.00,447.00,"1.3729","0","0","0","48",,
"480517",,"Mayerthorpe","4","2",1171.00,524.00,467.00,1205.00,1205.00,551.00,495.00,"1.2888","0","0","0","48",,
"480523",,"Medicine Hat","1","3",63382.00,28666.00,27162.00,62935.00,63111.00,27826.00,26519.00,"53.196","1","0","0","48",,"805"
"480554",,"Morinville","2","2",10385.00,3981.00,3768.00,9848.00,9848.00,3611.00,3491.00,"11.1548","0","0","0","48",,"835"
"480606",,"Okotoks","1","3",30214.00,10666.00,10398.00,28833.00,28833.00,9815.00,9643.00,"17.2329","0","0","0","48",,"820"
"480607",,"Olds","4","2",8983.00,3997.00,3722.00,8944.00,8944.00,3848.00,3612.00,"9.5101","0","0","0","48",,
"480629",,"Peace River","4","2",4264.00,2046.00,1723.00,3924.00,4348.00,2016.00,1738.00,"5.0559","1","0","0","48",,
"480643",,"Picture Butte","2","2",1808.00,686.00,646.00,1700.00,1700.00,664.00,632.00,"1.9523","0","0","0","48",,"810"
"480646",,"Pincher Creek","4","2",3463.00,1607.00,1473.00,3523.00,3523.00,1540.00,1444.00,"4.0566","0","0","0","48",,
"480652",,"Ponoka","4","2",7032.00,3193.00,2959.00,6899.00,6899.00,3145.00,2871.00,"5.6096","0","0","0","48",,
"480683",,"Provost","4","2",1834.00,824.00,732.00,1945.00,1945.00,807.00,750.00,"2.0923","0","0","0","48",,
"480693",,"Raymond","4","2",3942.00,1305.00,1256.00,3533.00,3553.00,1208.00,1091.00,"3.9188","1","0","0","48",,
"480694",,"Red Deer","1","3",99846.00,42979.00,40133.00,99718.00,99773.00,42018.00,39731.00,"65.9291","1","0","0","48",,"830"
"480697",,"Redwater","2","2",1802.00,845.00,773.00,1591.00,1591.00,764.00,695.00,"2.008","0","0","0","48",,"835"
"480708",,"Rimbey","4","2",2258.00,1065.00,973.00,2086.00,2349.00,1048.00,970.00,"3.6314","1","0","0","48",,
"480720",,"Rocky Mountain House","4","2",6518.00,2972.00,2592.00,6429.00,6429.00,2861.00,2517.00,"7.4676","0","0","0","48",,
"480764",,"Slave Lake","4","2",6542.00,2575.00,2312.00,6155.00,6155.00,2557.00,2140.00,"6.6252","0","0","0","48",,
"480780",,"Spruce Grove","6","3",39348.00,15518.00,15009.00,36135.00,36279.00,14087.00,13469.00,"29.7558","1","0","0","48",,"835"
"480796",,"St. Paul","4","2",5685.00,2390.00,2214.00,5728.00,5728.00,2336.00,2206.00,"5.0286","0","0","0","48",,
"480890",,"Stettler","4","2",5595.00,2513.00,2328.00,5862.00,5872.00,2578.00,2389.00,"7.4609","1","0","0","48",,
"480898",,"Strathmore","1","2",13851.00,5585.00,5355.00,13592.00,13592.00,5275.00,5084.00,"9.464","0","0","0","48",,"826"
"480910",,"Swan Hills","4","2",1191.00,700.00,505.00,1275.00,1275.00,698.00,523.00,"2.3925","0","0","0","48",,
"480915",,"Sylvan Lake","1","2",16142.00,7267.00,6452.00,14942.00,14977.00,6723.00,5677.00,"10.4863","1","0","0","48",,"831"
"480916",,"Taber","4","2",8978.00,3521.00,3387.00,8548.00,8558.00,3424.00,3198.00,"15.6928","1","0","0","48",,
"480934",,"Three Hills","4","2",2902.00,1183.00,1110.00,3078.00,3078.00,1246.00,1175.00,"3.1393","0","0","0","48",,
"480972",,"Valleyview","4","2",1280.00,599.00,500.00,1421.00,1421.00,663.00,587.00,"1.5522","0","0","0","48",,
"480980",,"Vegreville","4","2",5383.00,2614.00,2351.00,5436.00,5436.00,2618.00,2334.00,"5.0517","0","0","0","48",,
"480982",,"Vermilion","4","2",3552.00,1731.00,1488.00,3617.00,3697.00,1740.00,1557.00,"3.6564","1","0","0","48",,
"480993",,"Vulcan","4","2",1558.00,755.00,699.00,1680.00,1680.00,748.00,708.00,"1.7047","0","0","0","48",,
"480996",,"Wainwright","4","2",6461.00,2848.00,2602.00,6153.00,6153.00,2714.00,2473.00,"5.0849","0","0","0","48",,
"481012",,"Westlock","4","2",4820.00,2333.00,2104.00,4678.00,4957.00,2268.00,2081.00,"5.2627","1","0","0","48",,
"481015",,"Wetaskiwin","1","2",12438.00,5584.00,5136.00,12486.00,12491.00,5505.00,5065.00,"12.1118","1","0","0","48",,"865"
"481022",,"Whitecourt","4","2",9195.00,4013.00,3578.00,9515.00,9515.00,3966.00,3472.00,"10.2245","0","0","0","48",,
"481138",,"Nanton","4","2",1984.00,915.00,871.00,1965.00,1970.00,880.00,849.00,"1.5588","1","0","0","48",,
"481139",,"Black Diamond","4","2",2574.00,1174.00,1120.00,2552.00,2552.00,1048.00,1039.00,"2.1467","0","0","0","48",,
"481140",,"Carstairs","4","2",3660.00,1405.00,1366.00,3080.00,3080.00,1199.00,1163.00,"4.7559","0","0","0","48",,
"481141",,"Gibbons","2","2",2989.00,1187.00,1108.00,2661.00,2973.00,1162.00,1077.00,"4.7764","1","0","0","48",,"835"
"481164",,"Sundre","4","2",1781.00,803.00,752.00,1866.00,1866.00,805.00,766.00,"2.3719","0","0","0","48",,
"481165",,"Tofield","4","2",1811.00,804.00,748.00,1854.00,1854.00,800.00,759.00,"1.2211","0","0","0","48",,
"481173",,"Blackfalds","4","2",10315.00,3895.00,3727.00,8749.00,9161.00,3487.00,3238.00,"8.9275","1","0","0","48",,
"481174",,"Jasper","4","2",4029.00,1776.00,1586.00,3948.00,3948.00,1567.00,1491.00,"1.8406","0","0","0","48",,
"481197",,"Wembley","4","2",1432.00,616.00,550.00,1516.00,1516.00,618.00,565.00,"2.1979","0","0","0","48",,
"481198",,"Penhold","4","2",3359.00,1353.00,1284.00,3165.00,3210.00,1268.00,1207.00,"1.6488","1","0","0","48",,
"481199",,"Lamont","4","2",1328.00,564.00,519.00,1347.00,1347.00,532.00,503.00,"1.9319","0","0","0","48",,
"481200",,"Elk Point","4","2",1394.00,677.00,586.00,1437.00,1437.00,637.00,530.00,"2.2592","0","0","0","48",,
"481201",,"Millet","4","2",1847.00,814.00,776.00,1905.00,1905.00,847.00,805.00,"2.1815","0","0","0","48",,
"481202",,"Beaumont","6","2",20779.00,7124.00,6907.00,17396.00,17396.00,5980.00,5633.00,"10.3988","0","0","0","48",,"835"
"481214",,"Bon Accord","2","2",1451.00,585.00,550.00,1529.00,1529.00,578.00,560.00,"2.1272","0","0","0","48",,"835"
"481216",,"Crossfield","2","2",3579.00,1375.00,1320.00,2973.00,2973.00,1165.00,1098.00,"3.9948","0","0","0","48",,"825"
"481242",,"Sexsmith","4","2",2275.00,862.00,790.00,2461.00,2461.00,868.00,808.00,"1.8287","0","0","0","48",,
"481249",,"Coalhurst","2","2",2818.00,1038.00,1008.00,2623.00,2623.00,949.00,920.00,"1.7628","0","0","0","48",,"810"
"481258",,"Stony Plain","6","2",17253.00,7136.00,6802.00,16271.00,16416.00,6626.00,6315.00,"17.7261","1","0","0","48",,"835"
"481279",,"Bassano","4","2",1186.00,583.00,531.00,1196.00,1201.00,555.00,535.00,"1.3253","1","0","0","48",,
"481302",,"Two Hills","4","2",1379.00,510.00,432.00,1198.00,1291.00,450.00,378.00,"1.2537","1","0","0","48",,
"481311",,"Athabasca","4","2",1181.00,602.00,521.00,1250.00,1250.00,600.00,541.00,"2.0323","0","0","0","48",,
"481346",,"Clairmont","4","2",2808.00,1133.00,1041.00,1922.00,2411.00,993.00,929.00,"4.1596","1","0","0","48",,
"481347",,"La Crète","4","2",2911.00,1125.00,1063.00,1860.00,2739.00,1094.00,971.00,"3.0218","1","0","0","48",,
"481360",,"Calmar","2","2",1883.00,803.00,766.00,1849.00,1986.00,775.00,757.00,"1.3276","1","0","0","48",,"835"
"481367",,"Langdon","2","2",5193.00,1693.00,1667.00,5060.00,5060.00,1586.00,1582.00,"4.3154","0","0","0","48",,"825"
"481368",,"Chestermere","6","2",21425.00,6654.00,6483.00,19472.00,19477.00,6108.00,5983.00,"8.9928","1","0","0","48",,"825"
"481369",,"Irricana","2","2",1135.00,456.00,444.00,1160.00,1160.00,452.00,447.00,"1.1388","0","0","0","48",,"825"
"481387",,"Bowden","4","2",1275.00,621.00,583.00,1240.00,1240.00,581.00,524.00,"2.8151","0","0","0","48",,
"481407",,"Nobleford","2","2",1438.00,462.00,446.00,1278.00,1278.00,427.00,404.00,"0.9757","0","0","0","48",,"810"
"481540",,"Alberta Beach - Val Quentin","4","2",1103.00,1051.00,528.00,1204.00,1327.00,1124.00,632.00,"1.6939","1","0","0","48",,
"481542",,"Cold Lake","4","2",7201.00,3022.00,2808.00,6678.00,6795.00,2887.00,2552.00,"5.7055","1","0","0","48",,
"481543",,"Coleman","4","2",1441.00,907.00,722.00,1475.00,1475.00,893.00,697.00,"1.9937","0","0","0","48",,
"481546",,"Fort Saskatchewan","6","2",26831.00,10779.00,10306.00,23895.00,23944.00,9853.00,9177.00,"21.848","1","0","0","48",,"835"
"481547",,"Heritage Pointe","4","2",1974.00,726.00,707.00,2075.00,2075.00,721.00,710.00,"4.7834","0","0","0","48",,
"481548",,"Lancaster Park","2","2",1253.00,469.00,439.00,1501.00,1501.00,505.00,462.00,"0.9167","0","0","0","48",,"835"
"481549",,"Legal","2","2",1164.00,459.00,425.00,1135.00,1251.00,437.00,420.00,"1.792","1","0","0","48",,"835"
"481550",,"Redcliff","2","2",5385.00,2206.00,2117.00,5474.00,5474.00,2184.00,2115.00,"7.3935","0","0","0","48",,"805"
"481551",,"Springbrook","4","2",1534.00,604.00,579.00,1502.00,1502.00,548.00,529.00,"2.1857","0","0","0","48",,
"481552",,"Turner Valley","4","2",2409.00,1025.00,965.00,2249.00,2373.00,966.00,921.00,"3.3","1","0","0","48",,
"481553",,"Vauxhall","4","2",1286.00,457.00,436.00,1222.00,1222.00,458.00,413.00,"2.7089","0","0","0","48",,
"481554",,"Westlake","4","2",2040.00,654.00,635.00,1363.00,1363.00,470.00,440.00,"3.2655","0","0","0","48",,
"481610",,"Cardiff","2","2",1033.00,395.00,379.00,,1167.00,401.00,398.00,"0.978","1","0","0","48",,"835"
"481611",,"Carriage Lane Estates","4","2",1094.00,336.00,321.00,,1008.00,303.00,286.00,"1.3428","1","0","0","48",,
"481612",,"Stirling","4","2",1134.00,368.00,349.00,,938.00,359.00,295.00,"2.0318","1","0","0","48",,
"590020",,"Armstrong","4","2",5323.00,2292.00,2217.00,5114.00,5114.00,2143.00,2132.00,"5.2185","0","0","0","59",,
"590024",,"Ashcroft","4","2",1182.00,643.00,576.00,1084.00,1084.00,575.00,536.00,"2.0456","0","0","0","59",,
"590110",,"Burns Lake","4","2",2117.00,864.00,791.00,1932.00,1942.00,784.00,724.00,"3.1175","1","0","0","59",,
"590119",,"Campbell River","1","3",38108.00,17246.00,16562.00,35138.00,35440.00,16032.00,15365.00,"33.0011","1","0","0","59",,"944"
"590146",,"Castlegar","4","2",10029.00,4442.00,4245.00,9023.00,9592.00,4358.00,4154.00,"19.0062","1","0","0","59",,
"590161",,"Chase","2","2",2377.00,1238.00,1166.00,2263.00,2263.00,1158.00,1078.00,"2.3332","0","0","0","59",,"925"
"590169",,"Chemainus","2","2",4033.00,2099.00,2016.00,3021.00,3612.00,1917.00,1787.00,"5.8193","1","0","0","59",,"937"
"590177",,"Chilliwack","1","3",81622.00,34302.00,33030.00,73161.00,73171.00,30907.00,29690.00,"56.0238","1","0","0","59",,"930"
"590207",,"Courtenay","1","3",48917.00,22691.00,21901.00,45018.00,45314.00,21042.00,20401.00,"56.5796","1","0","0","59",,"943"
"590210",,"Cranbrook","1","2",20008.00,8831.00,8558.00,19259.00,19641.00,8609.00,8362.00,"16.323","1","0","0","59",,"905"
"590212",,"Creston","4","2",5459.00,2741.00,2604.00,5226.00,5236.00,2682.00,2533.00,"6.0392","1","0","0","59",,
"590213",,"Cumberland","2","2",4190.00,1809.00,1732.00,3600.00,3600.00,1542.00,1503.00,"3.9121","0","0","0","59",,"943"
"590217",,"Dawson Creek","1","2",11706.00,5817.00,5094.00,11574.00,11621.00,5693.00,4801.00,"12.3425","1","0","0","59",,"975"
"590243",,"Duncan","1","2",24358.00,11013.00,10552.00,23278.00,23559.00,10573.00,10091.00,"22.7484","1","0","0","59",,"937"
"590262",,"Enderby","4","2",3028.00,1508.00,1436.00,2964.00,2964.00,1443.00,1391.00,"4.2626","0","0","0","59",,
"590280",,"Fernie","4","2",5519.00,2789.00,2282.00,4850.00,4860.00,2707.00,2058.00,"4.4928","1","0","0","59",,
"590293",,"Fort Nelson","4","2",2611.00,1622.00,1173.00,3366.00,3371.00,1682.00,1424.00,"5.0218","1","0","0","59",,
"590297",,"Fort St. James","4","2",1497.00,697.00,619.00,1510.00,1721.00,796.00,683.00,"3.2152","1","0","0","59",,
"590298",,"Fort St. John","1","2",21123.00,9868.00,8653.00,19897.00,20026.00,9424.00,7899.00,"14.8863","1","0","0","59",,"977"
"590316",,"Gibsons","4","2",9603.00,4845.00,4401.00,9132.00,9199.00,4521.00,4219.00,"14.1145","1","0","0","59",,
"590326",,"Golden","4","2",3640.00,1709.00,1566.00,3240.00,3403.00,1588.00,1451.00,"6.1195","1","0","0","59",,
"590333",,"Grand Forks","4","2",4166.00,1985.00,1893.00,3953.00,4100.00,1965.00,1886.00,"8.2053","1","0","0","59",,
"590376",,"Hope","4","2",4434.00,2167.00,2000.00,4067.00,4197.00,2082.00,1955.00,"5.4786","1","0","0","59",,
"590389",,"Invermere","4","2",3340.00,1880.00,1418.00,2882.00,2911.00,1721.00,1186.00,"3.4384","1","0","0","59",,
"590397",,"Kamloops","1","3",92442.00,39771.00,38082.00,78026.00,85702.00,37597.00,35419.00,"74.3533","1","0","0","59",,"925"
"590403",,"Kelowna","1","4",181380.00,83287.00,77446.00,151957.00,160095.00,71247.00,67032.00,"168.9222","1","0","0","59",,"915"
"590411",,"Kimberley","4","2",4908.00,2300.00,2158.00,4513.00,4679.00,2254.00,2095.00,"4.5126","1","0","0","59",,
"590420",,"Kitimat","4","2",6727.00,3763.00,3028.00,6394.00,6822.00,3684.00,2971.00,"4.8834","1","0","0","59",,
"590447",,"Ladysmith","1","2",11194.00,5125.00,4920.00,10637.00,10637.00,4746.00,4673.00,"13.8502","0","0","0","59",,"936"
"590449",,"Lake Cowichan","4","2",3181.00,1506.00,1425.00,3013.00,3089.00,1460.00,1414.00,"4.139","1","0","0","59",,
"590470",,"Lillooet","4","2",1652.00,886.00,809.00,1560.00,1570.00,850.00,752.00,"2.3713","1","0","0","59",,
"590493",,"Mackenzie","4","2",2856.00,1634.00,1323.00,3262.00,3262.00,1630.00,1409.00,"3.4274","0","0","0","59",,
"590529",,"Merritt","4","2",5248.00,2435.00,2293.00,5321.00,5321.00,2432.00,2277.00,"4.4286","0","0","0","59",,
"590567",,"Nakusp","4","2",1112.00,606.00,554.00,1130.00,1135.00,594.00,558.00,"1.3144","1","0","0","59",,
"590568",,"Nanaimo","1","4",106079.00,47554.00,45512.00,92004.00,96415.00,43265.00,41447.00,"86.7611","1","0","0","59",,"938"
"590574",,"Nelson","1","2",11198.00,5358.00,4992.00,10664.00,10669.00,5110.00,4870.00,"7.4468","1","0","0","59",,"907"
"590608",,"Oliver","4","2",5708.00,2746.00,2598.00,5279.00,5437.00,2520.00,2411.00,"5.6677","1","0","0","59",,
"590615",,"Osoyoos","4","2",4859.00,2919.00,2279.00,4520.00,4537.00,2863.00,2183.00,"4.2356","1","0","0","59",,
"590626",,"Parksville","1","2",27330.00,13872.00,13155.00,23574.00,25364.00,12922.00,12192.00,"27.4486","1","0","0","59",,"939"
"590632",,"Penticton","1","3",36893.00,18426.00,17361.00,33617.00,33899.00,16913.00,15766.00,"25.8404","1","0","0","59",,"913"
"590654",,"Port Alberni","1","2",21711.00,10438.00,9898.00,20712.00,20910.00,10014.00,9490.00,"28.4917","1","0","0","59",,"940"
"590673",,"Powell River","1","2",13116.00,6342.00,6038.00,12384.00,12389.00,6018.00,5752.00,"17.3677","1","0","0","59",,"945"
"590679",,"Prince George","1","3",67339.00,29851.00,28163.00,65510.00,66315.00,29084.00,27332.00,"73.8989","1","0","0","59",,"970"
"590680",,"Prince Rupert","1","2",11814.00,5507.00,4857.00,11733.00,11733.00,5440.00,4719.00,"7.9699","0","0","0","59",,"955"
"590681",,"Princeton","4","2",2826.00,1489.00,1346.00,2745.00,2745.00,1500.00,1360.00,"4.4771","0","0","0","59",,
"590687",,"Quesnel","1","2",12110.00,5808.00,5502.00,12064.00,12196.00,5746.00,5403.00,"25.2278","1","0","0","59",,"952"
"590700",,"Revelstoke","4","2",7709.00,3414.00,3147.00,6719.00,7067.00,3319.00,3075.00,"12.2953","1","0","0","59",,
"590736",,"Salmon Arm","1","2",16065.00,7020.00,6707.00,12875.00,14948.00,6593.00,6305.00,"20.989","1","0","0","59",,"920"
"590765",,"Smithers","4","2",5316.00,2375.00,2282.00,5351.00,5351.00,2371.00,2274.00,"10.4645","0","0","0","59",,
"590776",,"Sparwood","4","2",3990.00,2101.00,1747.00,3490.00,3646.00,2072.00,1600.00,"8.6087","1","0","0","59",,
"590781",,"Squamish","1","2",22221.00,9288.00,8623.00,17587.00,18902.00,7325.00,7025.00,"22.1061","1","0","0","59",,"934"
"590922",,"Terrace","1","2",14633.00,6410.00,6019.00,13663.00,14327.00,6131.00,5777.00,"22.1869","1","0","0","59",,"965"
"590959",,"Ucluelet","4","2",1940.00,937.00,803.00,1576.00,1613.00,800.00,698.00,"2.8951","1","0","0","59",,
"590973",,"Vancouver","1","4",2426160.00,1015170.00,958604.00,2264823.00,2268864.00,945867.00,884347.00,"911.6368","1","0","0","59",,"933"
"590974",,"Vanderhoof","4","2",1967.00,896.00,849.00,1979.00,1979.00,850.00,820.00,"2.8452","0","0","0","59",,
"590983",,"Vernon","1","3",51896.00,23605.00,22314.00,48073.00,48425.00,21894.00,20712.00,"51.1645","1","0","0","59",,"918"
"590984",,"Victoria","1","4",363222.00,172251.00,163111.00,335696.00,337235.00,159366.00,150502.00,"222.7074","1","0","0","59",,"935"
"591021",,"White Rock","6","4",109167.00,46671.00,44359.00,93729.00,93811.00,41282.00,38811.00,"54.2278","1","0","0","59",,"933"
"591028",,"Williams Lake","1","2",11906.00,5466.00,5109.00,10508.00,11702.00,5409.00,4888.00,"27.6857","1","0","0","59",,"950"
"591047",,"One Hundred Mile House","4","2",1706.00,864.00,809.00,1811.00,1811.00,854.00,811.00,"2.4023","0","0","0","59",,
"591048",,"Abbotsford","1","4",132300.00,49176.00,47091.00,121279.00,122163.00,45623.00,43325.00,"71.1956","1","0","0","59",,"932"
"591087",,"Port Hardy","4","2",3393.00,1662.00,1494.00,3643.00,3643.00,1772.00,1535.00,"5.1467","0","0","0","59",,
"591098",,"Sooke","2","2",11583.00,4940.00,4702.00,9269.00,9936.00,4330.00,4032.00,"15.2988","1","0","0","59",,"935"
"591117",,"Summerland","4","2",9860.00,4471.00,4224.00,8742.00,9466.00,4312.00,4064.00,"15.8259","1","0","0","59",,
"591143",,"Elkford","4","2",1908.00,1142.00,823.00,1752.00,1788.00,1091.00,746.00,"3.0666","1","0","0","59",,
"591144",,"Logan Lake","2","2",1356.00,726.00,665.00,1208.00,1208.00,722.00,601.00,"0.9407","0","0","0","59",,"925"
"591171",,"Salmo","4","2",1140.00,599.00,568.00,1141.00,1141.00,572.00,547.00,"2.4442","0","0","0","59",,
"591175",,"Lumby","4","2",1484.00,627.00,607.00,1303.00,1303.00,624.00,563.00,"1.1426","0","0","0","59",,
"591190",,"Port McNeill","4","2",2234.00,1057.00,973.00,2064.00,2219.00,1046.00,962.00,"2.4862","1","0","0","59",,
"591217",,"Lions Bay","2","2",1390.00,557.00,506.00,1334.00,1334.00,547.00,495.00,"2.532","0","0","0","59",,"933"
"591218",,"Aldergrove","2","2",13105.00,4747.00,4554.00,12007.00,12126.00,4521.00,4332.00,"7.0289","1","0","0","59",,"933"
"591219",,"Sicamous","4","2",2041.00,1539.00,965.00,1786.00,1786.00,1550.00,872.00,"2.6314","0","0","0","59",,
"591221",,"Houston","4","2",2085.00,1016.00,885.00,2126.00,2126.00,1033.00,884.00,"2.9443","0","0","0","59",,
"591240",,"Tumbler Ridge","4","2",2389.00,1547.00,1090.00,1982.00,1987.00,1563.00,859.00,"2.9483","1","0","0","59",,
"591257",,"Rossland","4","2",3645.00,1715.00,1588.00,3219.00,3416.00,1623.00,1454.00,"4.0055","1","0","0","59",,
"591262",,"Duck Lake","2","2",12725.00,5792.00,5320.00,6982.00,10085.00,5294.00,4239.00,"24.9263","1","0","0","59",,"915"
"591300",,"Sechelt","4","2",9434.00,4884.00,4442.00,8832.00,8993.00,4606.00,4271.00,"11.9604","1","0","0","59",,
"591309",,"Whistler","4","2",9974.00,7800.00,4001.00,8713.00,8739.00,8719.00,3382.00,"11.7412","1","0","0","59",,
"591314",,"Cultus Lake","2","2",1164.00,739.00,564.00,1053.00,1053.00,737.00,516.00,"1.7977","0","0","0","59",,"930"
"591325",,"Kent","2","2",3936.00,1769.00,1670.00,3802.00,3911.00,1684.00,1636.00,"4.0245","1","0","0","59",,"930"
"591350",,"Blind Bay","4","2",2369.00,1117.00,1036.00,1976.00,2113.00,1058.00,942.00,"4.1408","1","0","0","59",,
"591351",,"Pemberton","4","2",2970.00,1242.00,1184.00,1957.00,2269.00,890.00,847.00,"2.8236","1","0","0","59",,
"591375",,"Crofton","2","2",1446.00,633.00,606.00,1373.00,1373.00,625.00,576.00,"2.7596","0","0","0","59",,"937"
"591376",,"Roberts Creek","4","2",1927.00,1007.00,850.00,1848.00,1898.00,1010.00,829.00,"4.1848","1","0","0","59",,
"591377",,"Harrison Hot Springs","2","2",1552.00,873.00,733.00,1242.00,1242.00,796.00,609.00,"1.1678","0","0","0","59",,"930"
"591408",,"Aldergrove East","2","2",4496.00,1314.00,1233.00,3491.00,3491.00,1072.00,982.00,"2.5466","0","0","0","59",,"932"
"591409",,"Miller's Landing","2","2",1437.00,669.00,576.00,1097.00,1230.00,645.00,504.00,"1.9144","1","0","0","59",,"933"
"591410",,"Cowichan Bay","2","2",2799.00,1227.00,1162.00,2394.00,2557.00,1133.00,1080.00,"4.4678","1","0","0","59",,"937"
"591424",,"Welcome Beach","4","2",1116.00,524.00,484.00,1125.00,1125.00,521.00,482.00,"1.4073","0","0","0","59",,
"591556",,"Fairwinds","4","2",1207.00,682.00,607.00,1147.00,1147.00,658.00,577.00,"2.1287","0","0","0","59",,
"591557",,"Cobble Hill","4","2",3610.00,1692.00,1651.00,3580.00,3580.00,1666.00,1638.00,"6.6728","0","0","0","59",,
"591558",,"Keremeos","4","2",1791.00,938.00,888.00,1714.00,1714.00,874.00,816.00,"2.8449","0","0","0","59",,
"591559",,"Ladner","2","2",23016.00,9286.00,9028.00,22193.00,22193.00,8820.00,8644.00,"7.3762","0","0","0","59",,"933"
"591560",,"Mission","6","3",36193.00,12702.00,12185.00,33261.00,33713.00,12038.00,11535.00,"27.2348","1","0","0","59",,"932"
"591561",,"Naramata","4","2",1012.00,505.00,444.00,1003.00,1013.00,489.00,424.00,"2.3924","1","0","0","59",,
"591562",,"Okanagan Falls","2","2",2202.00,1248.00,1078.00,2167.00,2167.00,1248.00,1063.00,"3.3336","0","0","0","59",,"913"
"591563",,"Peachland","2","2",5006.00,2572.00,2353.00,4698.00,4698.00,2396.00,2148.00,"9.8262","0","0","0","59",,"915"
"591564",,"Puntledge","4","2",1185.00,497.00,479.00,1387.00,1191.00,485.00,481.00,"2.9461","1","0","0","59",,
"591565",,"Rayleigh","2","2",1933.00,723.00,713.00,1951.00,1951.00,738.00,716.00,"2.057","0","0","0","59",,"925"
"591566",,"Rosedale","2","2",2232.00,761.00,749.00,1741.00,1894.00,687.00,663.00,"4.3872","1","0","0","59",,"930"
"591567",,"Shawnigan - Mill Bay","4","2",7285.00,3065.00,2855.00,7021.00,7129.00,2896.00,2765.00,"14.8683","1","0","0","59",,
"591568",,"Telkwa","4","2",1288.00,500.00,482.00,1160.00,1160.00,467.00,428.00,"2.8621","0","0","0","59",,
"591569",,"Trail - Fruitvale","1","2",12863.00,6177.00,5884.00,12643.00,12736.00,6201.00,5844.00,"21.6528","1","0","0","59",,"910"
"591570",,"Tsawwassen","2","2",23940.00,10465.00,9968.00,21588.00,21845.00,9198.00,8818.00,"14.9525","1","0","0","59",,"933"
"591613",,"Barriere","4","2",1273.00,557.00,502.00,,1169.00,530.00,512.00,"3.0894","1","0","0","59",,
"591614",,"Mile 108 Recreational Ranch","4","2",1043.00,491.00,459.00,,1018.00,464.00,438.00,"2.5888","1","0","0","59",,
"591615",,"Tofino","4","2",2217.00,1075.00,874.00,,1736.00,906.00,697.00,"5.4743","1","0","0","59",,
"591616",,"Yarrow","2","2",1378.00,436.00,427.00,,1257.00,428.00,419.00,"3.3734","1","0","0","59",,"930"
"601023",,"Whitehorse","1","2",24513.00,10424.00,9971.00,21732.00,21770.00,9365.00,8889.00,"35.9674","1","0","0","60",,"990"
"601617",,"Dawson","4","2",1092.00,597.00,544.00,,957.00,537.00,488.00,"1.0538","1","0","0","60",,
"610366",,"Hay River","4","2",2380.00,1172.00,950.00,2728.00,2728.00,1216.00,1065.00,"3.1617","0","0","0","61",,
"610388",,"Inuvik","4","2",3001.00,1381.00,1161.00,3140.00,3140.00,1424.00,1151.00,"1.6036","0","0","0","61",,
"611044",,"Yellowknife","1","2",19673.00,7773.00,7327.00,18884.00,19141.00,7559.00,6973.00,"18.1107","1","0","0","61",,"995"
"611572",,"Fort Smith","4","2",1749.00,778.00,687.00,2031.00,2031.00,857.00,768.00,"2.0436","0","0","0","61",,
"620306",,"Iqaluit","4","2",6991.00,3093.00,2542.00,7082.00,7323.00,3180.00,2591.00,"10.482","1","0","0","62",,
"621320",,"Rankin Inlet","4","2",2698.00,929.00,750.00,2441.00,2608.00,909.00,741.00,"2.8622","1","0","0","62",,
"621392",,"Cambridge Bay","4","2",1403.00,521.00,434.00,1619.00,1619.00,586.00,494.00,"0.8488","0","0","0","62",,
"621393",,"Arviat","4","2",2766.00,668.00,608.00,2514.00,2581.00,615.00,577.00,"2.4187","1","0","0","62",,
"621439",,"Baker Lake","4","2",1653.00,547.00,472.00,1690.00,1690.00,552.00,486.00,"1.5595","0","0","0","62",,
